ファイル名,マシン,RUNパス,JUMPパス,形式,解像度,RUNサイズ,JUMPサイズ,RUN SHA-256,JUMP SHA-256,一致分類,COMMON化可否,採用正本,最終配置先,理由
secret-rear.png,無敵のロケットアソブーン人間,,boonjump/assets/cars/secret-rear.png,png,32x32,,355,,a4f985273cc253df1bd7f229ca1251d42ec8e5d16129320f7550ca9f0b7bd7fc,JUMP現行表示用サブパーツ,可,assets/machines/common/secret/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
secret-complete.png,無敵のロケットアソブーン人間,boonrun/assets/cars/secret-complete.png,,png,760x280,72086,,5081b5aa0dcca49eb8b1557e5262c86c9c4f77818cf9297d7fcb370bbe632ea6,,中立マシン画像,可,assets/machines/common/secret/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
01-boon-pickup.webp,ブーンピックアップ,boonrun/assets/cards/boon.webp,boonjump/assets/cards/01-boon-pickup.webp,webp,1024x683,256006,256006,8217098a528adc7483cd87fb3306066d1be43b91573b3358cf93a44df885eea6,8217098a528adc7483cd87fb3306066d1be43b91573b3358cf93a44df885eea6,完全一致,可,assets/machines/cards/01-boon-pickup.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
02-smart-wagon.webp,スマートワゴン,boonrun/assets/cards/wagon.webp,boonjump/assets/cards/02-smart-wagon.webp,webp,1024x683,200406,200406,ac0ce496414861721c26ee979fc578fe27ef2102a40bff1680d97e2dec5a96c6,ac0ce496414861721c26ee979fc578fe27ef2102a40bff1680d97e2dec5a96c6,完全一致,可,assets/machines/cards/02-smart-wagon.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
03-lucky-buggy.webp,ラッキーバギー,boonrun/assets/cards/buggy.webp,boonjump/assets/cards/03-lucky-buggy.webp,webp,1024x683,244144,244144,61c2ff4423d9a93795281cc20bf983e94826fc79fa381cf4c75dd1393dae3e5d,61c2ff4423d9a93795281cc20bf983e94826fc79fa381cf4c75dd1393dae3e5d,完全一致,可,assets/machines/cards/03-lucky-buggy.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
04-power-bike.webp,パワーバイク,boonrun/assets/cards/bike.webp,boonjump/assets/cards/04-power-bike.webp,webp,1024x683,218488,218488,2f7e5ef9b76c5e4887323e5675c0a1afe2fb675cfe4b8dcc94abb1053b211475,2f7e5ef9b76c5e4887323e5675c0a1afe2fb675cfe4b8dcc94abb1053b211475,完全一致,可,assets/machines/cards/04-power-bike.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
05-nitro-sport.webp,ニトロスポーツ,boonrun/assets/cards/sport.webp,boonjump/assets/cards/05-nitro-sport.webp,webp,1024x683,206516,206516,5bd75d0a8b2dd39bf175c3617364aab566b08b9201858dd782a9210b005d808d,5bd75d0a8b2dd39bf175c3617364aab566b08b9201858dd782a9210b005d808d,完全一致,可,assets/machines/cards/05-nitro-sport.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
06-cosmic-phantom.webp,コズミックファントム,boonrun/assets/cards/ssr.webp,boonjump/assets/cards/06-cosmic-phantom.webp,webp,1024x683,239088,239088,57a3003623b2426005262fe17005e0ac419547b8641e54e10cbe5a7a8e89c28d,57a3003623b2426005262fe17005e0ac419547b8641e54e10cbe5a7a8e89c28d,完全一致,可,assets/machines/cards/06-cosmic-phantom.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
07-princess-starliner.webp,プリンセス・スターライナー,boonrun/assets/cards/princess.webp,boonjump/assets/cards/07-princess-starliner.webp,webp,1024x683,268884,268884,c0b9368f2bfe6976b33d7481c822995d1a205372c4c428d5fe84ce578f57a7b5,c0b9368f2bfe6976b33d7481c822995d1a205372c4c428d5fe84ce578f57a7b5,完全一致,可,assets/machines/cards/07-princess-starliner.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
08-secret-rocket.webp,無敵のロケットアソブーン人間,boonrun/assets/cards/secret.webp,boonjump/assets/cards/08-secret-rocket.webp,webp,1024x683,228476,228476,3692a4888e4e52eb013774d51ca2c214ba01edcf859af6799c82ed80f60dbddb,3692a4888e4e52eb013774d51ca2c214ba01edcf859af6799c82ed80f60dbddb,完全一致,可,assets/machines/cards/08-secret-rocket.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
09-highway-valkyrie.webp,ハイウェイ・ヴァルキリー,boonrun/assets/cards/valkyrie.webp,boonjump/assets/cards/09-highway-valkyrie.webp,webp,1024x683,231820,231820,9c2cddb72a5fdbe46b3b1dda027a8b49ee199c3806230e644e035503cf39a82a,9c2cddb72a5fdbe46b3b1dda027a8b49ee199c3806230e644e035503cf39a82a,完全一致,可,assets/machines/cards/09-highway-valkyrie.webp,COMMON + both runtime copies,MACHINE CARD正本。RUNはID名コピー、JUMPは番号名コピー。
legacy-run-card-illustration-boon.webp,ブーンピックアップ,assets/machines/keep-separate/boonrun-card-illustrations/boon.webp,,webp,1280x853,307718,,02044b3684af9439a11657ff383563ec0882d1328420b66ed3645c94778c3ee9,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/boon.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-wagon.webp,スマートワゴン,assets/machines/keep-separate/boonrun-card-illustrations/wagon.webp,,webp,1280x853,212668,,4d7949226414310c0a960c9bddf0a9cb3617482c766526860a05a3b159a4bfc9,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/wagon.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-buggy.webp,ラッキーバギー,assets/machines/keep-separate/boonrun-card-illustrations/buggy.webp,,webp,1280x853,284128,,0d7b8eb204ee8e188c55b13dd0819405f59c7cca6bfecd9a9315646587e15eee,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/buggy.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-bike.webp,パワーバイク,assets/machines/keep-separate/boonrun-card-illustrations/bike.webp,,webp,1280x853,233818,,8d3c0dc1d465c2d815cc2f2a2a23826d293fcc66867eeaeea91b915c07f3ee3c,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/bike.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-sport.webp,ニトロスポーツ,assets/machines/keep-separate/boonrun-card-illustrations/sport.webp,,webp,1280x853,247584,,97382083e64d7b97c6430660d088260a541c2174dbfef57b9a97ee404f3e4755,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/sport.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-ssr.webp,コズミックファントム,assets/machines/keep-separate/boonrun-card-illustrations/ssr.webp,,webp,1280x853,233394,,d78d2f47d92c66703ef404baa2d5a28d86bb72c1e2506c8cb2639cb4af2afc22,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/ssr.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-princess.webp,プリンセス・スターライナー,assets/machines/keep-separate/boonrun-card-illustrations/princess.webp,,webp,1280x853,285562,,9a3c694e6e70c13394c736bcdef5d5bf6ebaf237bea5a19da0935eb11c454a58,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/princess.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
legacy-run-card-illustration-secret.webp,無敵のロケットアソブーン人間,assets/machines/keep-separate/boonrun-card-illustrations/secret.webp,,webp,1280x853,264920,,8c66925791f9e11667c8478f1f54838b34f86a1e5b92dfe0fa7388167628dc09,,派生,不可,KEEP SEPARATE,assets/machines/keep-separate/boonrun-card-illustrations/secret.webp,RUN旧アートはカード枠/番号/シリーズ表記がなく、MACHINE CARD正本ではない。
fireball-flight.webp,boon,,boonjump/assets/vfx/boon/fireball-flight.webp,webp,1024x1024,,470988,,509e62a5b1e2765f78f28771d97ddd60bb125c249b19820db367ea1e9c8d0224,別物,不可,BOONJUMP,boonjump/assets/vfx/boon/fireball-flight.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
impact-burst.webp,boon,,boonjump/assets/vfx/boon/impact-burst.webp,webp,1024x683,,272114,,c1aeec035e0e8caf1fa50cdd793c1db08c1e1eacd8b4349ac4bd0f15e5f68334,別物,不可,BOONJUMP,boonjump/assets/vfx/boon/impact-burst.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
overpressure.webp,boon,,boonjump/assets/vfx/boon/overpressure.webp,webp,1024x683,,301048,,59d089954dbb2feac3c72462ebbfb67d550bd9a31b9e22f8d69b74c7918c8d95,別物,不可,BOONJUMP,boonjump/assets/vfx/boon/overpressure.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
chaos-impact-burst.webp,buggy,,boonjump/assets/vfx/buggy/chaos-impact-burst.webp,webp,1024x683,,266916,,fdf7b5b59ae521c17ce669610cf45cd99637333edf6cc6252fe4b0b79794a6ab,別物,不可,BOONJUMP,boonjump/assets/vfx/buggy/chaos-impact-burst.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
electric-bounce-arc.webp,buggy,,boonjump/assets/vfx/buggy/electric-bounce-arc.webp,webp,1024x683,,203518,,b7be57958740e1e0136f03b18342b12ff70f27da412b679dbb1c7093e6adb816,別物,不可,BOONJUMP,boonjump/assets/vfx/buggy/electric-bounce-arc.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
electric-ground-trail.webp,buggy,,boonjump/assets/vfx/buggy/electric-ground-trail.webp,webp,1024x683,,135656,,7968dd65f290cfb5cdc3bd1e2c704bd537efbfb369402c4d49c80c02320e9451,別物,不可,BOONJUMP,boonjump/assets/vfx/buggy/electric-ground-trail.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
crystal-orbit-trail.webp,princess,,boonjump/assets/vfx/princess/crystal-orbit-trail.webp,webp,1024x683,,260012,,c411224b7e3494342c4d5963cba3f7c9af3d42269cadcbb63eb80de0bb0b99dc,別物,不可,BOONJUMP,boonjump/assets/vfx/princess/crystal-orbit-trail.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
crystal-wing.webp,princess,,boonjump/assets/vfx/princess/crystal-wing.webp,webp,1024x683,,197558,,35885900a993b5f8245549e831c670d62d86aea0b29b434fa83a7f53290617d8,別物,不可,BOONJUMP,boonjump/assets/vfx/princess/crystal-wing.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
royal-crown-wing.webp,princess,,boonjump/assets/vfx/princess/royal-crown-wing.webp,webp,1024x683,,272196,,e5102d804f2fa1630ea84ce8f2996eaf7ad05ee186e32e22835b1326405be5ed,別物,不可,BOONJUMP,boonjump/assets/vfx/princess/royal-crown-wing.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
star-orbit.webp,princess,,boonjump/assets/vfx/princess/star-orbit.webp,webp,1024x1024,,328160,,a10cafb792d82630b548413ba0d2a6ea8cb5dc6245671dc63be5f32ce0979b66,別物,不可,BOONJUMP,boonjump/assets/vfx/princess/star-orbit.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
nitro-spear.webp,sport,,boonjump/assets/vfx/sport/nitro-spear.webp,webp,1024x683,,113570,,8acac7c6aad77618033697426bba34daf74498a38fa15225fb2bc8342840b015,別物,不可,BOONJUMP,boonjump/assets/vfx/sport/nitro-spear.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
plasma-line.webp,sport,,boonjump/assets/vfx/sport/plasma-line.webp,webp,1024x683,,55996,,37ccdb97040c84b9d725fa576fa6ab4a2ff48a93eb564ea479c785602348a4a7,別物,不可,BOONJUMP,boonjump/assets/vfx/sport/plasma-line.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
pressure-burst.webp,sport,,boonjump/assets/vfx/sport/pressure-burst.webp,webp,1024x683,,172492,,cbfa67576ca9fe1d135b5709011cd9fc9813dfb5ae30439d1b9f783ffbb66c83,別物,不可,BOONJUMP,boonjump/assets/vfx/sport/pressure-burst.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
dimension-comet.webp,ssr,,boonjump/assets/vfx/ssr/dimension-comet.webp,webp,1024x683,,188712,,0b1b3083a6ff8c0de0157520560ea12bd0d9b38d916777f103c21125c3a36e55,別物,不可,BOONJUMP,boonjump/assets/vfx/ssr/dimension-comet.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
dimension-rift.webp,ssr,,boonjump/assets/vfx/ssr/dimension-rift.webp,webp,1024x683,,267202,,a14085f624de87f21317a089147c0809374013a1da6321757647f5d5ebd25556,別物,不可,BOONJUMP,boonjump/assets/vfx/ssr/dimension-rift.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
gravity-core.webp,ssr,,boonjump/assets/vfx/ssr/gravity-core.webp,webp,1024x1024,,389562,,c70f6a46e927df52ad4522aa8a8d51add674ff5920ddbb4a1418ce5b5694247b,別物,不可,BOONJUMP,boonjump/assets/vfx/ssr/gravity-core.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
gravity-lens-fracture.webp,ssr,,boonjump/assets/vfx/ssr/gravity-lens-fracture.webp,webp,1024x683,,279684,,9e4e96e63b952567a4eba3a292fedf7ad3619c5008be3429b29ef56a13ae0bf0,別物,不可,BOONJUMP,boonjump/assets/vfx/ssr/gravity-lens-fracture.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
README.txt,valkyrie,,boonjump/assets/vfx/valkyrie/README.txt,txt,,,1288,,bfd5e2cff95928cebe0270efb724de00119d1370072cc78f8d67a045ad469216,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/README.txt,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
mach-cone.webp,valkyrie,,boonjump/assets/vfx/valkyrie/mach-cone.webp,webp,1024x1024,,177082,,46aa6b5e98326315f645be62347b3129c85a00149a3caf5b1e67587d86e1748c,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/mach-cone.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
rune-halo.webp,valkyrie,,boonjump/assets/vfx/valkyrie/rune-halo.webp,webp,1024x1024,,378520,,7adc5ac8868688bbcae244272fe2974169570895b8db3ee9b76cc4aade767a69,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/rune-halo.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
sonic-trail.webp,valkyrie,,boonjump/assets/vfx/valkyrie/sonic-trail.webp,webp,1024x683,,129634,,d8973bf6469e9d346df8444229a9e0a0a179929be1a7191f4d32af8c799c2186,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/sonic-trail.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
wing-front.webp,valkyrie,,boonjump/assets/vfx/valkyrie/wing-front.webp,webp,1024x683,,134064,,bd8fa95c0175dcac9e98842d3a0b0c543301ee53dd09625af75863e9eea169d9,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/wing-front.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
wing-rear.webp,valkyrie,,boonjump/assets/vfx/valkyrie/wing-rear.webp,webp,1024x1024,,197246,,052894d4ec5431613ebc3a234ffa43e62cf02558496c5ba7f9a32b6f421af8ba,別物,不可,BOONJUMP,boonjump/assets/vfx/valkyrie/wing-rear.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
air-capsule.webp,wagon,,boonjump/assets/vfx/wagon/air-capsule.webp,webp,1024x1024,,216280,,ae70965d995f58a834b2a29692bdd448fd2d6806064a37e25b92e3db8f26c0c9,別物,不可,BOONJUMP,boonjump/assets/vfx/wagon/air-capsule.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
airflow-stream.webp,wagon,,boonjump/assets/vfx/wagon/airflow-stream.webp,webp,1024x683,,92992,,43ae1fc0177fc11da19c09dafaf4aace9abba05d9dc1e1701178a669c26bd762,別物,不可,BOONJUMP,boonjump/assets/vfx/wagon/airflow-stream.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
stability-ring.webp,wagon,,boonjump/assets/vfx/wagon/stability-ring.webp,webp,1024x683,,175292,,397d589606827c965a6dbad1ea97c0e679341166203f1ce38088cd81f12c7c5b,別物,不可,BOONJUMP,boonjump/assets/vfx/wagon/stability-ring.webp,BOONJUMP飛行/AWAKENING VFX。RUNへ共通化しない。
